Precio,Terreno,Construccion,Recas,Banhos,Estacionamientos,Medios Banhos,Antiguedad,Ubicacion,Colonia,Delegacion,Indice
12.8,183,450,3,4,4,-6,3,"Campestre Churubusco, Coyoacán",Campestre Churubusco, Coyoacán,2000
6.93,149,374,7,3,2,-6,-7,"Campestre Churubusco, Coyoacán",Campestre Churubusco, Coyoacán,2001
4.92,171,171,3,2,2,0,15,"Campestre Churubusco, Coyoacán",Campestre Churubusco, Coyoacán,2002
6.93,149,374,7,3,2,-6,-7,"Campestre Churubusco, Coyoacán",Campestre Churubusco, Coyoacán,2003
6.95,182,363,6,4,3,1,0,"Campestre Churubusco, Coyoacán",Campestre Churubusco, Coyoacán,2004
6.93,149,374,7,3,2,-6,-7,"Campestre Churubusco, Coyoacán",Campestre Churubusco, Coyoacán,2005
12.3,-2,450,4,3,2,0,10,"Campestre Churubusco, Coyoacán",Campestre Churubusco, Coyoacán,2006
3.86,179,232,2,3,1,-6,-7,"Campestre Churubusco, Coyoacán",Campestre Churubusco, Coyoacán,2007
6.7,140,329,5,3,0,2,5,"Campestre Churubusco, Coyoacán",Campestre Churubusco, Coyoacán,2008
6.93,149,374,3,3,2,0,34,"Campestre Churubusco, Coyoacán",Campestre Churubusco, Coyoacán,2009
3.8,200,300,4,3,3,-6,-7,"Campestre Churubusco, Coyoacán",Campestre Churubusco, Coyoacán,2010
6.93,149,374,3,3,2,0,34,"Campestre Churubusco, Coyoacán",Campestre Churubusco, Coyoacán,2011
5.91,300,171,4,2,2,0,20,"Campestre Churubusco, Coyoacán",Campestre Churubusco, Coyoacán,2012
10.5,360,370,5,5,4,-6,45,"Campestre Churubusco, Coyoacán",Campestre Churubusco, Coyoacán,2013
7.5,140,280,7,4,3,2,5,"Campestre Churubusco, Coyoacán",Campestre Churubusco, Coyoacán,2014
9.5,320,360,4,3,2,1,-7,"Campestre Churubusco, Coyoacán",Campestre Churubusco, Coyoacán,2015
6.85,-2,-2,3,3,2,1,0,"Campestre Churubusco, Coyoacán",Campestre Churubusco, Coyoacán,2016
5.95,175,249,4,4,2,0,0,"Campestre Churubusco, Coyoacán",Campestre Churubusco, Coyoacán,2017
12.3,370,314,3,4,4,1,8,"Campestre Churubusco, Coyoacán",Campestre Churubusco, Coyoacán,2018
13,321,450,3,3,5,-6,24,"Campestre Churubusco, Coyoacán",Campestre Churubusco, Coyoacán,2019
4.31,178,232,3,3,2,-6,-7,"Campestre Churubusco, Coyoacán",Campestre Churubusco, Coyoacán,2020
6.93,149,374,7,3,2,-6,-7,"Campestre Churubusco, Coyoacán",Campestre Churubusco, Coyoacán,2021
5.4,184,200,4,4,3,-6,-7,"Campestre Churubusco, Coyoacán",Campestre Churubusco, Coyoacán,2022
9.6,184,479,3,5,4,-6,-7,"Campestre Churubusco, Coyoacán",Campestre Churubusco, Coyoacán,2023
6.1,185,279,4,3,3,1,-7,"Campestre Churubusco, Coyoacán",Campestre Churubusco, Coyoacán,2024
6.5,176,298,4,2,2,1,50,"Campestre Churubusco, Coyoacán",Campestre Churubusco, Coyoacán,2025
1.91,182,322,4,2,2,1,10,"Campestre Churubusco, Coyoacán",Campestre Churubusco, Coyoacán,2026
7.6,250,200,4,4,3,-6,-7,"Campestre Churubusco, Coyoacán",Campestre Churubusco, Coyoacán,2027
6.93,149,374,7,3,2,-6,-7,"Campestre Churubusco, Coyoacán",Campestre Churubusco, Coyoacán,2028
6.93,149,374,7,3,2,-6,-7,"Campestre Churubusco, Coyoacán",Campestre Churubusco, Coyoacán,2029
6.93,149,374,7,3,2,-6,-7,"Campestre Churubusco, Coyoacán",Campestre Churubusco, Coyoacán,2030
1.02,185,232,3,3,2,0,22,"Campestre Churubusco, Coyoacán",Campestre Churubusco, Coyoacán,2031
1.02,185,280,4,2,2,0,20,"Campestre Churubusco, Coyoacán",Campestre Churubusco, Coyoacán,2032
7.39,195,295,3,3,2,1,0,"Campestre Churubusco, Coyoacán",Campestre Churubusco, Coyoacán,2033
4.68,180,380,4,3,2,-6,-7,"Campestre Churubusco, Coyoacán",Campestre Churubusco, Coyoacán,2034
6.75,164,270,4,3,3,1,-7,"Campestre Churubusco, Coyoacán",Campestre Churubusco, Coyoacán,2035
3.35,200,180,3,2,-5,-6,-7,"Campestre Churubusco, Coyoacán",Campestre Churubusco, Coyoacán,2036
6.93,149,374,7,3,2,-6,-7,"Campestre Churubusco, Coyoacán",Campestre Churubusco, Coyoacán,2037
6,185,280,4,3,2,-6,55,"Campestre Churubusco, Coyoacán",Campestre Churubusco, Coyoacán,2038
1.02,185,166,3,0,1,0,25,"Campestre Churubusco, Coyoacán",Campestre Churubusco, Coyoacán,2039
6.3,147,250,4,3,1,-6,-7,"Campestre Churubusco, Coyoacán",Campestre Churubusco, Coyoacán,2040
9.6,184,479,3,4,4,-6,-7,"Campestre Churubusco, Coyoacán",Campestre Churubusco, Coyoacán,2041
1.91,182,322,3,2,2,2,25,"Campestre Churubusco, Coyoacán",Campestre Churubusco, Coyoacán,2042
12.3,314,370,5,2,4,1,50,"Campestre Churubusco, Coyoacán",Campestre Churubusco, Coyoacán,2043
7,186,270,3,4,2,-6,-7,"Campestre Churubusco, Coyoacán",Campestre Churubusco, Coyoacán,2044
12.5,347,320,4,4,3,1,15,"Campestre Churubusco, Coyoacán",Campestre Churubusco, Coyoacán,2045
4.68,171,200,4,2,1,-6,-7,"Campestre Churubusco, Coyoacán",Campestre Churubusco, Coyoacán,2046
5.9,185,430,4,4,3,3,-7,"Campestre Churubusco, Coyoacán",Campestre Churubusco, Coyoacán,2047
3.86,179,232,2,3,1,-6,-7,"Campestre Churubusco, Coyoacán",Campestre Churubusco, Coyoacán,2048
1.02,200,220,4,2,2,1,15,"Campestre Churubusco, Coyoacán",Campestre Churubusco, Coyoacán,2049
7.6,400,455,5,4,3,-6,-7,"Campestre Churubusco, Coyoacán",Campestre Churubusco, Coyoacán,2050
6,191,281,3,2,2,0,40,"Campestre Churubusco, Coyoacán",Campestre Churubusco, Coyoacán,2051
3.95,300,300,4,3,-5,-6,-7,"Campestre Churubusco, Coyoacán",Campestre Churubusco, Coyoacán,2052
3.86,179,232,2,2,1,-6,-7,"Campestre Churubusco, Coyoacán",Campestre Churubusco, Coyoacán,2053
9.55,315,410,4,3,4,1,45,"Campestre Churubusco, Coyoacán",Campestre Churubusco, Coyoacán,2054
7.5,186,357,5,4,3,-6,40,"Campestre Churubusco, Coyoacán",Campestre Churubusco, Coyoacán,2055
4.68,540,360,3,2,2,0,10,"Campestre Churubusco, Coyoacán",Campestre Churubusco, Coyoacán,2056
9.6,184,479,3,3,4,-6,42,"Campestre Churubusco, Coyoacán",Campestre Churubusco, Coyoacán,2057
6.93,149,374,7,3,2,-6,-7,"Campestre Churubusco, Coyoacán",Campestre Churubusco, Coyoacán,2058
6,179,185,4,3,-5,-6,-7,"Campestre Churubusco, Coyoacán",Campestre Churubusco, Coyoacán,2059
6.99,178,178,4,3,2,1,-7,"Campestre Churubusco, Coyoacán",Campestre Churubusco, Coyoacán,2060
7.6,183,438,7,3,4,1,10,"Campestre Churubusco, Coyoacán",Campestre Churubusco, Coyoacán,2061
9.45,-2,468,6,7,2,0,50,"Campestre Churubusco, Coyoacán",Campestre Churubusco, Coyoacán,2062
6.9,179,319,4,4,3,2,20,"Campestre Churubusco, Coyoacán",Campestre Churubusco, Coyoacán,2063
1.37,290,177,3,2,2,0,26,"Campestre Churubusco, Coyoacán",Campestre Churubusco, Coyoacán,2064
7.85,147,294,4,3,2,-6,-7,"Campestre Churubusco, Coyoacán",Campestre Churubusco, Coyoacán,2065
6.93,149,374,7,3,2,-6,-7,"Campestre Churubusco, Coyoacán",Campestre Churubusco, Coyoacán,2066
7.85,147,240,4,4,-5,-6,-7,"Campestre Churubusco, Coyoacán",Campestre Churubusco, Coyoacán,2067
4.7,180,150,2,2,1,-6,-7,"Campestre Churubusco, Coyoacán",Campestre Churubusco, Coyoacán,2068
9.6,193,458,3,3,4,1,49,"Campestre Churubusco, Coyoacán",Campestre Churubusco, Coyoacán,2069
3.86,179,232,2,3,1,-6,-7,"Campestre Churubusco, Coyoacán",Campestre Churubusco, Coyoacán,2070
6.9,185,300,4,4,3,1,-7,"Campestre Churubusco, Coyoacán",Campestre Churubusco, Coyoacán,2071
5.87,200,200,4,2,-5,-6,-7,"Campestre Churubusco, Coyoacán",Campestre Churubusco, Coyoacán,2072
4.9,175,285,4,3,2,2,-7,"Campestre Churubusco, Coyoacán",Campestre Churubusco, Coyoacán,2073
2.47,336,280,4,3,2,-6,-7,"Campestre Churubusco, Coyoacán",Campestre Churubusco, Coyoacán,2074
7.49,155,225,3,2,2,-6,40,"Campestre Churubusco, Coyoacán",Campestre Churubusco, Coyoacán,2075
5.7,160,250,3,2,3,1,24,"Campestre Coyoacán, Coyoacán",Campestre Coyoacán, Coyoacán,2076
5.5,160,250,3,3,3,-6,5,"Campestre Coyoacán, Coyoacán",Campestre Coyoacán, Coyoacán,2077
7.22,160,180,3,3,-5,-6,-7,"Campestre Coyoacán, Coyoacán",Campestre Coyoacán, Coyoacán,2078
5.6,-2,-2,-3,-4,-5,-6,0,"Campestre Coyoacán, Coyoacán",Campestre Coyoacán, Coyoacán,2079
5.55,160,258,4,3,2,1,29,"Campestre Coyoacán, Coyoacán",Campestre Coyoacán, Coyoacán,2080
6.5,176,298,0,2,2,1,40,"Campestre Coyoacán, Coyoacán",Campestre Coyoacán, Coyoacán,2081
22.87,500,443,5,4,0,0,10,"Campestre Coyoacán, Coyoacán",Campestre Coyoacán, Coyoacán,2082
7.2,200,380,4,3,3,1,7,"Campestre Coyoacán, Coyoacán",Campestre Coyoacán, Coyoacán,2083
8.65,200,320,3,5,5,1,31,"Campestre Coyoacán, Coyoacán",Campestre Coyoacán, Coyoacán,2084
8.65,200,320,3,5,5,1,30,"Campestre Coyoacán, Coyoacán",Campestre Coyoacán, Coyoacán,2085
4.56,150,250,3,1,-5,-6,-7,"Campestre Coyoacán, Coyoacán",Campestre Coyoacán, Coyoacán,2086
10.4,200,350,3,2,6,1,9,"Campestre Coyoacán, Coyoacán",Campestre Coyoacán, Coyoacán,2087
2.76,600,400,4,4,3,0,20,"Campestre Coyoacán, Coyoacán",Campestre Coyoacán, Coyoacán,2088
8.9,200,345,6,3,4,-6,40,"Campestre Coyoacán, Coyoacán",Campestre Coyoacán, Coyoacán,2089
9.5,230,380,3,4,5,-6,-7,"Campestre Coyoacán, Coyoacán",Campestre Coyoacán, Coyoacán,2090
7.2,202,220,3,2,2,1,30,"Campestre Coyoacán, Coyoacán",Campestre Coyoacán, Coyoacán,2091
3.26,150,120,3,2,-5,-6,-7,"Campestre Coyoacán, Coyoacán",Campestre Coyoacán, Coyoacán,2092
7.8,200,200,3,2,2,-6,-7,"Campestre Palo Alto, Cuajimalpa de Morelos",Campestre Palo Alto, Cuajimalpa de Morelos,2093
6.95,260,200,3,2,2,1,5,"Campestre Palo Alto, Cuajimalpa de Morelos",Campestre Palo Alto, Cuajimalpa de Morelos,2094
6.95,260,200,3,2,2,1,5,"Campestre Palo Alto, Cuajimalpa de Morelos",Campestre Palo Alto, Cuajimalpa de Morelos,2095
6.95,260,200,3,2,2,1,5,"Campestre Palo Alto, Cuajimalpa de Morelos",Campestre Palo Alto, Cuajimalpa de Morelos,2096
7,200,200,0,2,2,1,5,"Campestre Palo Alto, Cuajimalpa de Morelos",Campestre Palo Alto, Cuajimalpa de Morelos,2097
6.95,260,200,3,2,2,1,5,"Campestre Palo Alto, Cuajimalpa de Morelos",Campestre Palo Alto, Cuajimalpa de Morelos,2098
6.95,260,200,3,2,2,1,5,"Campestre Palo Alto, Cuajimalpa de Morelos",Campestre Palo Alto, Cuajimalpa de Morelos,2099
13.72,1000,476,3,3,2,0,39,"Campestre Palo Alto, Cuajimalpa de Morelos",Campestre Palo Alto, Cuajimalpa de Morelos,2100
6.95,-2,265,3,3,2,1,5,"Campestre Palo Alto, Cuajimalpa de Morelos",Campestre Palo Alto, Cuajimalpa de Morelos,2101
6.95,260,200,3,2,2,1,5,"Campestre Palo Alto, Cuajimalpa de Morelos",Campestre Palo Alto, Cuajimalpa de Morelos,2102
6.95,-2,265,3,3,2,1,5,"Campestre Palo Alto, Cuajimalpa de Morelos",Campestre Palo Alto, Cuajimalpa de Morelos,2103
6.95,260,200,3,2,2,1,5,"Campestre Palo Alto, Cuajimalpa de Morelos",Campestre Palo Alto, Cuajimalpa de Morelos,2104
6.95,200,200,3,2,2,1,5,"Campestre Palo Alto, Cuajimalpa de Morelos",Campestre Palo Alto, Cuajimalpa de Morelos,2105
6.95,260,200,0,2,2,1,5,"Campestre Palo Alto, Cuajimalpa de Morelos",Campestre Palo Alto, Cuajimalpa de Morelos,2106
6.95,-2,265,3,3,2,1,5,"Campestre Palo Alto, Cuajimalpa de Morelos",Campestre Palo Alto, Cuajimalpa de Morelos,2107
6.95,260,200,3,2,2,1,5,"Campestre Palo Alto, Cuajimalpa de Morelos",Campestre Palo Alto, Cuajimalpa de Morelos,2108
6.95,260,200,3,2,2,1,3,"Campestre Palo Alto, Cuajimalpa de Morelos",Campestre Palo Alto, Cuajimalpa de Morelos,2109
6.95,260,200,3,2,2,1,3,"Campestre Palo Alto, Cuajimalpa de Morelos",Campestre Palo Alto, Cuajimalpa de Morelos,2110
7,200,200,3,2,2,1,5,"Campestre Palo Alto, Cuajimalpa de Morelos",Campestre Palo Alto, Cuajimalpa de Morelos,2111
6.95,260,200,3,2,2,1,5,"Campestre Palo Alto, Cuajimalpa de Morelos",Campestre Palo Alto, Cuajimalpa de Morelos,2112
6.95,260,200,3,2,2,1,4,"Campestre Palo Alto, Cuajimalpa de Morelos",Campestre Palo Alto, Cuajimalpa de Morelos,2113
0.98,150,110,2,2,5,-6,-7,"Campestre Potrero, Iztapalapa",Campestre Potrero, Iztapalapa,2114
18.5,930,1035,4,4,10,1,0,"Cantil del Pedregal, Coyoacán",Cantil del Pedregal, Coyoacán,2115
5.3,231,231,3,2,2,1,38,"Cantil del Pedregal, Coyoacán",Cantil del Pedregal, Coyoacán,2116
6.5,140,240,3,2,2,1,20,"Cantil del Pedregal, Coyoacán",Cantil del Pedregal, Coyoacán,2117
12.52,182,306,3,3,3,1,0,"Cantil del Pedregal, Coyoacán",Cantil del Pedregal, Coyoacán,2118
5.3,127,231,3,2,2,1,38,"Cantil del Pedregal, Coyoacán",Cantil del Pedregal, Coyoacán,2119
12.56,237,440,3,3,3,1,0,"Cantil del Pedregal, Coyoacán",Cantil del Pedregal, Coyoacán,2120
11.9,234,270,3,3,3,0,0,"Cantil del Pedregal, Coyoacán",Cantil del Pedregal, Coyoacán,2121
11.9,-2,-2,-3,-4,-5,-6,-7,"Cantil del Pedregal, Coyoacán",Cantil del Pedregal, Coyoacán,2122
4.5,120,192,3,2,2,1,29,"Cantil del Pedregal, Coyoacán",Cantil del Pedregal, Coyoacán,2123
5.3,216,216,3,3,2,1,40,"Cantil del Pedregal, Coyoacán",Cantil del Pedregal, Coyoacán,2124
4.15,-2,140,3,2,1,-6,-7,"Cañada, Alvaro Obregón",Cañada, Alvaro Obregón,2125
1.01,150,150,2,2,-5,-6,-7,"Caracol, Venustiano Carranza",Caracol, Venustiano Carranza,2126
2.5,190,222,4,2,2,-6,-7,"Caracol, Venustiano Carranza",Caracol, Venustiano Carranza,2127
1.93,190,200,2,2,1,-6,-7,"Caracol, Venustiano Carranza",Caracol, Venustiano Carranza,2128
2.27,200,270,4,2,2,0,22,"Caracol, Venustiano Carranza",Caracol, Venustiano Carranza,2129
1.83,200,150,4,2,-5,-6,-7,"Caracol, Venustiano Carranza",Caracol, Venustiano Carranza,2130
2.52,200,150,3,2,2,-6,-7,"Caracol, Venustiano Carranza",Caracol, Venustiano Carranza,2131
0.48,213,512,3,1,2,-6,-7,"Caracol, Venustiano Carranza",Caracol, Venustiano Carranza,2132
3.6,200,360,12,8,3,-6,49,"Caracol, Venustiano Carranza",Caracol, Venustiano Carranza,2133
1.01,200,200,4,2,-5,-6,-7,"Caracol, Venustiano Carranza",Caracol, Venustiano Carranza,2134
4.89,240,538,3,2,10,-6,30,"Carlos Hank Gonzalez, Iztapalapa",Carlos Hank Gonzalez, Iztapalapa,2135
32.67,-2,469,3,3,3,1,0,"Carmen Serdán, Coyoacán",Carmen Serdán, Coyoacán,2136
1.95,90,300,4,2,-5,-6,-7,"Carmen Serdán, Coyoacán",Carmen Serdán, Coyoacán,2137
1.3,130,129,5,4,-5,-6,-7,"Castillo Grande, Gustavo A. Madero",Castillo Grande, Gustavo A. Madero,2138
2.1,153,293,6,5,-5,-6,-7,"Castillo Grande, Gustavo A. Madero",Castillo Grande, Gustavo A. Madero,2139
2.36,125,125,3,2,-5,-6,-7,"Centro , Cuauhtémoc",Centro , Cuauhtémoc,2140
2.36,125,125,3,2,-5,-6,-7,"Centro , Cuauhtémoc",Centro , Cuauhtémoc,2141
2.36,125,125,3,2,-5,-6,-7,"Centro , Cuauhtémoc",Centro , Cuauhtémoc,2142
0.64,200,180,3,1,-5,-6,-7,"Centro , Cuauhtémoc",Centro , Cuauhtémoc,2143
2.9,70,70,2,1,1,1,0,"Centro , Cuauhtémoc",Centro , Cuauhtémoc,2144
1.83,80,140,2,1,-5,-6,-7,"Centro , Cuauhtémoc",Centro , Cuauhtémoc,2145
1.8,62,62,3,1,0,-6,60,"Centro , Cuauhtémoc",Centro , Cuauhtémoc,2146
2.51,150,200,3,2,-5,-6,-7,"Centro , Cuauhtémoc",Centro , Cuauhtémoc,2147
6.59,-2,519,0,2,0,0,50,"Centro , Cuauhtémoc",Centro , Cuauhtémoc,2148
2.36,125,125,3,2,-5,-6,-7,"Centro , Cuauhtémoc",Centro , Cuauhtémoc,2149
2.36,125,125,3,2,-5,-6,-7,"Centro , Cuauhtémoc",Centro , Cuauhtémoc,2150
2.36,125,125,3,2,-5,-6,-7,"Centro , Cuauhtémoc",Centro , Cuauhtémoc,2151
2.36,125,125,3,2,-5,-6,-7,"Centro , Cuauhtémoc",Centro , Cuauhtémoc,2152
0.71,170,170,2,1,-5,-6,-7,"Centro , Cuauhtémoc",Centro , Cuauhtémoc,2153
2.36,125,125,3,2,-5,-6,-7,"Centro , Cuauhtémoc",Centro , Cuauhtémoc,2154
5.4,240,240,0,0,3,0,90,"Centro , Cuauhtémoc",Centro , Cuauhtémoc,2155
8.5,209,250,2,2,0,0,100,"Centro (Area 4), Cuauhtémoc",Centro (Area 4), Cuauhtémoc,2156
6.2,326,240,4,2,3,-6,40,"Centro de Azcapotzalco, Azcapotzalco",Centro de Azcapotzalco, Azcapotzalco,2157
1.75,200,300,3,2,2,-6,-7,"Cerro de La Estrella, Iztapalapa",Cerro de La Estrella, Iztapalapa,2158
1.75,143,165,3,2,-5,-6,-7,"Cerro de La Estrella, Iztapalapa",Cerro de La Estrella, Iztapalapa,2159
4,198,264,4,2,2,1,-7,"Cerro de La Estrella, Iztapalapa",Cerro de La Estrella, Iztapalapa,2160
1.75,161,230,4,3,2,-6,-7,"Cerro de La Estrella, Iztapalapa",Cerro de La Estrella, Iztapalapa,2161
2.35,302,302,3,2,3,0,10,"Cerro de La Estrella, Iztapalapa",Cerro de La Estrella, Iztapalapa,2162
3.1,163,200,4,3,0,0,31,"Cerro de La Estrella, Iztapalapa",Cerro de La Estrella, Iztapalapa,2163
6.24,160,380,4,3,2,-6,-7,"Cerro de La Estrella, Iztapalapa",Cerro de La Estrella, Iztapalapa,2164
1.09,143,200,3,1,2,-6,-7,"Cerro de La Estrella, Iztapalapa",Cerro de La Estrella, Iztapalapa,2165
1.75,140,250,3,2,-5,-6,-7,"Cerro de La Estrella, Iztapalapa",Cerro de La Estrella, Iztapalapa,2166
1.75,143,257,3,1,1,-6,-7,"Cerro de La Estrella, Iztapalapa",Cerro de La Estrella, Iztapalapa,2167
3.2,165,200,4,3,3,0,25,"Cerro de La Estrella, Iztapalapa",Cerro de La Estrella, Iztapalapa,2168
2.2,150,230,5,3,1,0,30,"Cerro de La Estrella, Iztapalapa",Cerro de La Estrella, Iztapalapa,2169
6.24,251,400,4,3,-5,-6,-7,"Cerro de La Estrella, Iztapalapa",Cerro de La Estrella, Iztapalapa,2170
1.09,143,270,3,2,2,-6,-7,"Cerro de La Estrella, Iztapalapa",Cerro de La Estrella, Iztapalapa,2171
7.5,521,478,4,3,6,2,33,"Chimalcoyotl, Tlalpan",Chimalcoyotl, Tlalpan,2172
4.5,246,246,3,2,3,1,30,"Chimalcoyotl, Tlalpan",Chimalcoyotl, Tlalpan,2173
20,1300,600,4,6,8,-6,-7,"Chimalcoyotl, Tlalpan",Chimalcoyotl, Tlalpan,2174
3.49,250,185,4,3,2,-6,-7,"Chimalcoyotl, Tlalpan",Chimalcoyotl, Tlalpan,2175
2.93,159,185,5,2,1,-6,-7,"Chimalcoyotl, Tlalpan",Chimalcoyotl, Tlalpan,2176
6,272,320,4,5,6,-6,0,"Chimalcoyotl, Tlalpan",Chimalcoyotl, Tlalpan,2177
3.63,180,206,3,3,3,-6,-7,"Chimalcoyotl, Tlalpan",Chimalcoyotl, Tlalpan,2178
3,159,185,6,4,-5,-6,-7,"Chimalcoyotl, Tlalpan",Chimalcoyotl, Tlalpan,2179
2.93,159,185,5,3,1,-6,-7,"Chimalcoyotl, Tlalpan",Chimalcoyotl, Tlalpan,2180
3,159,185,6,4,-5,-6,-7,"Chimalcoyotl, Tlalpan",Chimalcoyotl, Tlalpan,2181
3.63,180,206,3,3,3,-6,-7,"Chimalcoyotl, Tlalpan",Chimalcoyotl, Tlalpan,2182
1,250,150,4,1,2,1,15,"Chimalcoyotl, Tlalpan",Chimalcoyotl, Tlalpan,2183
3.63,180,206,3,4,3,-6,-7,"Chimalcoyotl, Tlalpan",Chimalcoyotl, Tlalpan,2184
4.9,-2,370,4,4,3,1,25,"Chimalcoyotl, Tlalpan",Chimalcoyotl, Tlalpan,2185
3.85,185,159,3,1,2,1,0,"Chimalcoyotl, Tlalpan",Chimalcoyotl, Tlalpan,2186
3.35,100,160,3,2,1,-6,-7,"Chimalcoyotl, Tlalpan",Chimalcoyotl, Tlalpan,2187
3,159,185,6,4,-5,-6,-7,"Chimalcoyotl, Tlalpan",Chimalcoyotl, Tlalpan,2188
4,120,150,3,4,-5,-6,-7,"Chimalcoyotl, Tlalpan",Chimalcoyotl, Tlalpan,2189
5.5,200,190,3,2,4,0,0,"Chimalcoyotl, Tlalpan",Chimalcoyotl, Tlalpan,2190
3.63,180,206,3,4,3,-6,-7,"Chimalcoyotl, Tlalpan",Chimalcoyotl, Tlalpan,2191
2.56,159,185,3,1,2,-6,-7,"Chimalcoyotl, Tlalpan",Chimalcoyotl, Tlalpan,2192
3.5,180,206,3,3,2,1,19,"Chimalcoyotl, Tlalpan",Chimalcoyotl, Tlalpan,2193
3,159,185,6,4,-5,-6,-7,"Chimalcoyotl, Tlalpan",Chimalcoyotl, Tlalpan,2194
20,1355,550,5,5,6,1,0,"Chimalcoyotl, Tlalpan",Chimalcoyotl, Tlalpan,2195
2.92,230,350,3,3,2,0,20,"Chimalcoyotl, Tlalpan",Chimalcoyotl, Tlalpan,2196
3,159,185,6,4,-5,-6,-7,"Chimalcoyotl, Tlalpan",Chimalcoyotl, Tlalpan,2197
3.85,185,159,3,1,-5,-6,-7,"Chimalcoyotl, Tlalpan",Chimalcoyotl, Tlalpan,2198
4.39,283,257,4,4,2,-6,20,"Chimalcoyotl, Tlalpan",Chimalcoyotl, Tlalpan,2199
2.49,180,265,4,3,3,0,15,"Chimalcoyotl, Tlalpan",Chimalcoyotl, Tlalpan,2200
20,1300,650,3,4,4,2,20,"Chimalcoyotl, Tlalpan",Chimalcoyotl, Tlalpan,2201
4.9,330,370,4,5,3,-6,-7,"Chimalcoyotl, Tlalpan",Chimalcoyotl, Tlalpan,2202
2.67,130,200,3,2,1,-6,-7,"Chimalcoyotl, Tlalpan",Chimalcoyotl, Tlalpan,2203
3,159,185,6,4,-5,-6,-7,"Chimalcoyotl, Tlalpan",Chimalcoyotl, Tlalpan,2204
3.63,180,206,3,4,3,-6,-7,"Chimalcoyotl, Tlalpan",Chimalcoyotl, Tlalpan,2205
25,290,522,3,2,3,-6,-7,"Chimalistac, Alvaro Obregón",Chimalistac, Alvaro Obregón,2206
11.5,187,280,3,4,3,2,25,"Chimalistac, Alvaro Obregón",Chimalistac, Alvaro Obregón,2207
1.92,1187,952,5,5,6,0,10,"Chimalistac, Alvaro Obregón",Chimalistac, Alvaro Obregón,2208
33.5,407,633,4,4,4,2,0,"Chimalistac, Alvaro Obregón",Chimalistac, Alvaro Obregón,2209
25,300,525,3,3,3,2,0,"Chimalistac, Alvaro Obregón",Chimalistac, Alvaro Obregón,2210
38,562,523,3,4,2,1,0,"Chimalistac, Alvaro Obregón",Chimalistac, Alvaro Obregón,2211
18,330,513,4,4,3,1,39,"Chimalistac, Alvaro Obregón",Chimalistac, Alvaro Obregón,2212
0.9,78,69,2,2,1,-6,-7,"Chimalistac, Alvaro Obregón",Chimalistac, Alvaro Obregón,2213
42.8,800,670,3,3,6,1,15,"Chimalistac, Alvaro Obregón",Chimalistac, Alvaro Obregón,2214
20.97,500,500,3,2,-5,-6,-7,"Chimalistac, Alvaro Obregón",Chimalistac, Alvaro Obregón,2215
1.81,2000,2000,0,4,1,0,25,"Chimalistac, Alvaro Obregón",Chimalistac, Alvaro Obregón,2216
30,1194,536,6,5,9,2,50,"Chimalistac, Alvaro Obregón",Chimalistac, Alvaro Obregón,2217
19,365,278,3,3,4,1,23,"Chimalistac, Alvaro Obregón",Chimalistac, Alvaro Obregón,2218
19,365,300,3,3,4,1,24,"Chimalistac, Alvaro Obregón",Chimalistac, Alvaro Obregón,2219
3.15,150,200,3,3,-5,-6,-7,"Chimalistac, Alvaro Obregón",Chimalistac, Alvaro Obregón,2220
38.12,1211,600,4,2,10,-6,-7,"Chimalistac, Alvaro Obregón",Chimalistac, Alvaro Obregón,2221
19,367,247,3,3,4,1,17,"Chimalistac, Alvaro Obregón",Chimalistac, Alvaro Obregón,2222
39.5,767,565,3,3,6,-6,1,"Chimalistac, Alvaro Obregón",Chimalistac, Alvaro Obregón,2223
40,1190,750,5,4,8,1,0,"Chimalistac, Alvaro Obregón",Chimalistac, Alvaro Obregón,2224
19.2,1187,952,5,5,6,-6,-7,"Chimalistac, Alvaro Obregón",Chimalistac, Alvaro Obregón,2225
19,363,320,3,3,4,0,24,"Chimalistac, Alvaro Obregón",Chimalistac, Alvaro Obregón,2226
25,360,525,3,2,3,1,10,"Chimalistac, Alvaro Obregón",Chimalistac, Alvaro Obregón,2227
16.5,1597,438,3,4,-5,-6,-7,"Chimalistac, Alvaro Obregón",Chimalistac, Alvaro Obregón,2228
5.5,201,330,5,3,2,-6,40,"Chimalli, Tlalpan",Chimalli, Tlalpan,2229
3.79,52,169,2,3,2,-6,1,"Chimilli, Tlalpan",Chimilli, Tlalpan,2230
2.7,43,168,2,2,2,0,0,"Chimilli, Tlalpan",Chimilli, Tlalpan,2231
2.35,122,122,2,2,2,1,0,"Chimilli, Tlalpan",Chimilli, Tlalpan,2232
3.95,70,229,4,4,2,1,0,"Chimilli, Tlalpan",Chimilli, Tlalpan,2233
2.7,52,168,2,2,2,1,0,"Chimilli, Tlalpan",Chimilli, Tlalpan,2234
2.7,51,170,2,2,2,1,0,"Chimilli, Tlalpan",Chimilli, Tlalpan,2235
5.25,70,229,3,4,2,-6,-7,"Chimilli, Tlalpan",Chimilli, Tlalpan,2236
5.5,73,240,3,4,3,-6,-7,"Chimilli, Tlalpan",Chimilli, Tlalpan,2237
3.68,70,232,3,3,2,1,0,"Chimilli, Tlalpan",Chimilli, Tlalpan,2238
